Latitude,Longitude,Altitude,ID,Time,SSID1,MAC1,Frequency1,Signal1,SSID2,MAC2,Frequency2,Signal2,SSID3,MAC3,Frequency3,Signal3,SSID4,MAC4,Frequency4,Signal4,SSID5,MAC5,Frequency5,Signal5,SSID6,MAC6,Frequency6,Signal6,SSID7,MAC7,Frequency7,Signal7,SSID8,MAC8,Frequency8,Signal8,SSID9,MAC9,Frequency9,Signal9,SSID10,MAC10,Frequency10,Signal10
32.10351134,35.20985736,711.3696458,model=SM-G950F_device=dreamlte,03/12/2017 9:07,2.4V1,40:a5:ef:7a:17:f2,1,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.10347766,35.20984465,711.4208311,model=SM-G950F_device=dreamlte,03/12/2017 9:07,Ariel_University,1c:b9:c4:16:f1:5c,52,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.10343949,35.20983416,711.4667892,model=SM-G950F_device=dreamlte,03/12/2017 9:07,Ariel_University,8c:0c:90:2e:16:88,11,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.10328867,35.209804,711.6736975,model=SM-G950F_device=dreamlte,03/12/2017 9:07, ,1c:b9:c4:96:f4:77,36,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.10290399,35.20969101,712.2357762,model=SM-G950F_device=dreamlte,03/12/2017 9:08,DIRECT-3B-HP DeskJet 3630 series,3c:52:82:ef:c4:3c,6,-67, ,1c:b9:c4:95:ec:37,36,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.10238085,35.21000654,712.1937427,model=SM-G950F_device=dreamlte,03/12/2017 9:08, ,1c:b9:c4:95:3a:37,44,-80, ,1c:b9:c4:95:1e:67,36,-83,Ariel_University,1c:b9:c4:15:1e:6c,36,-83,2.4V1,40:a5:ef:7a:17:f2,1,-92,,,,,,,,,,,,,,,,,,,,,,,,
32.10231613,35.21003609,712.1190377,model=SM-G950F_device=dreamlte,03/12/2017 9:09,2.4V1,40:a5:ef:7a:17:f2,1,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.1024612,35.20997699,711.9289257,model=SM-G950F_device=dreamlte,03/12/2017 9:09,Ariel_University,1c:b9:c4:15:3d:6c,44,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.10268971,35.2098678,711.8977403,model=SM-G950F_device=dreamlte,03/12/2017 9:09,Ariel_University,1c:b9:c4:14:2c:3c,52,-67,DIRECT-47-HP DeskJet 3630 series,30:e1:71:0f:a2:49,6,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.10273836,35.20985669,711.9071836,model=SM-G950F_device=dreamlte,03/12/2017 9:09,DIRECT-ce-HP M426 LaserJet,2a:56:5a:9e:2e:ce,6,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.10283457,35.20982689,711.9395607,model=SM-G950F_device=dreamlte,03/12/2017 9:09,Ariel_University,1c:b9:c4:16:06:bc,48,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.10295813,35.20966952,712.0551887,model=SM-G950F_device=dreamlte,03/12/2017 9:10,Ariel_University,1c:b9:c4:12:af:78,11,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
